SWMM5 Interface File
*MODEL: Sewer catchment model to simulate sewer discharge from Central Fehraltorf to the the treatment plant at ARA Fehraltorf. This model includes the observed transfer flows from RUMLIKON at location 'f02' (node 555) and RUSSIKON at location 'f03' (node 11d). The model is not complete and may still contain errors! 
300  - reporting time step in sec
1    - number of constituents as listed below:
FLOW LPS
8    - number of nodes as listed below:
103d_SBW
ARA_Fehraltorf
Bacheinlauf1
Bacheinlauf2
Bacheinlauf30
Bacheinlauf47
Node_8
Notentlastung_48b
Node             Year Mon Day Hr  Min Sec FLOW      
ARA_Fehraltorf   2016 06  26  04  40  00  73.850047 
Bacheinlauf1     2016 06  26  04  40  00  0.000000  
Bacheinlauf2     2016 06  26  04  40  00  0.000000  
Bacheinlauf30    2016 06  26  04  40  00  0.000000  
Bacheinlauf47    2016 06  26  04  40  00  0.000000  
Node_8           2016 06  26  04  40  00  0.000000  
Notentlastung_48b 2016 06  26  04  40  00  0.000000  
103d_SBW         2016 06  26  04  45  00  0.000000  
ARA_Fehraltorf   2016 06  26  04  45  00  73.942175 
Bacheinlauf1     2016 06  26  04  45  00  0.000000  
Bacheinlauf2     2016 06  26  04  45  00  0.000000  
Bacheinlauf30    2016 06  26  04  45  00  0.000000  
Bacheinlauf47    2016 06  26  04  45  00  0.000000  
Node_8           2016 06  26  04  45  00  0.000000  
Notentlastung_48b 2016 06  26  04  45  00  0.000000  
103d_SBW         2016 06  26  04  50  00  0.000000  
ARA_Fehraltorf   2016 06  26  04  50  00  73.506566 
Bacheinlauf1     2016 06  26  04  50  00  0.000000  
Bacheinlauf2     2016 06  26  04  50  00  0.000000  
Bacheinlauf30    2016 06  26  04  50  00  0.000000  
Bacheinlauf47    2016 06  26  04  50  00  0.000000  
Node_8           2016 06  26  04  50  00  0.000000  
Notentlastung_48b 2016 06  26  04  50  00  0.000000  
103d_SBW         2016 06  26  04  55  00  0.000000  
ARA_Fehraltorf   2016 06  26  04  55  00  53.123277 
Bacheinlauf1     2016 06  26  04  55  00  0.000000  
Bacheinlauf2     2016 06  26  04  55  00  0.000000  
Bacheinlauf30    2016 06  26  04  55  00  0.000000  
Bacheinlauf47    2016 06  26  04  55  00  0.000000  
Node_8           2016 06  26  04  55  00  0.000000  
Notentlastung_48b 2016 06  26  04  55  00  0.000000  
103d_SBW         2016 06  26  05  00  00  0.000000  
ARA_Fehraltorf   2016 06  26  05  00  00  51.093805 
Bacheinlauf1     2016 06  26  05  00  00  0.000000  
Bacheinlauf2     2016 06  26  05  00  00  0.000000  
Bacheinlauf30    2016 06  26  05  00  00  0.000000  
Bacheinlauf47    2016 06  26  05  00  00  0.000000  
Node_8           2016 06  26  05  00  00  0.000000  
Notentlastung_48b 2016 06  26  05  00  00  0.000000  
103d_SBW         2016 06  26  05  05  00  0.000000  
ARA_Fehraltorf   2016 06  26  05  05  00  50.894594 
Bacheinlauf1     2016 06  26  05  05  00  0.000000  
Bacheinlauf2     2016 06  26  05  05  00  0.000000  
Bacheinlauf30    2016 06  26  05  05  00  0.000000  
Bacheinlauf47    2016 06  26  05  05  00  0.000000  
Node_8           2016 06  26  05  05  00  0.000000  
Notentlastung_48b 2016 06  26  05  05  00  0.000000  
103d_SBW         2016 06  26  05  10  00  0.000000  
ARA_Fehraltorf   2016 06  26  05  10  00  49.337039 
Bacheinlauf1     2016 06  26  05  10  00  0.000000  
Bacheinlauf2     2016 06  26  05  10  00  0.000000  
Bacheinlauf30    2016 06  26  05  10  00  0.000000  
Bacheinlauf47    2016 06  26  05  10  00  0.000000  
Node_8           2016 06  26  05  10  00  0.000000  
Notentlastung_48b 2016 06  26  05  10  00  0.000000  
103d_SBW         2016 06  26  05  15  00  0.000000  
ARA_Fehraltorf   2016 06  26  05  15  00  49.239355 
Bacheinlauf1     2016 06  26  05  15  00  0.000000  
Bacheinlauf2     2016 06  26  05  15  00  0.000000  
Bacheinlauf30    2016 06  26  05  15  00  0.000000  
Bacheinlauf47    2016 06  26  05  15  00  0.000000  
Node_8           2016 06  26  05  15  00  0.000000  
Notentlastung_48b 2016 06  26  05  15  00  0.000000  
103d_SBW         2016 06  26  05  20  00  0.000000  
ARA_Fehraltorf   2016 06  26  05  20  00  49.190370 
Bacheinlauf1     2016 06  26  05  20  00  0.000000  
Bacheinlauf2     2016 06  26  05  20  00  0.000000  
Bacheinlauf30    2016 06  26  05  20  00  0.000000  
Bacheinlauf47    2016 06  26  05  20  00  0.000000  
Node_8           2016 06  26  05  20  00  0.000000  
Notentlastung_48b 2016 06  26  05  20  00  0.000000  
103d_SBW         2016 06  26  05  25  00  0.000000  
ARA_Fehraltorf   2016 06  26  05  25  00  49.977416 
Bacheinlauf1     2016 06  26  05  25  00  0.000000  
Bacheinlauf2     2016 06  26  05  25  00  0.000000  
Bacheinlauf30    2016 06  26  05  25  00  0.000000  
Bacheinlauf47    2016 06  26  05  25  00  0.000000  
Node_8           2016 06  26  05  25  00  0.000000  
Notentlastung_48b 2016 06  26  05  25  00  0.000000  
103d_SBW         2016 06  26  05  30  00  0.000000  
ARA_Fehraltorf   2016 06  26  05  30  00  50.536662 
Bacheinlauf1     2016 06  26  05  30  00  0.000000  
Bacheinlauf2     2016 06  26  05  30  00  0.000000  
Bacheinlauf30    2016 06  26  05  30  00  0.000000  
Bacheinlauf47    2016 06  26  05  30  00  0.000000  
Node_8           2016 06  26  05  30  00  0.000000  
Notentlastung_48b 2016 06  26  05  30  00  0.000000  
103d_SBW         2016 06  26  05  35  00  0.000000  
ARA_Fehraltorf   2016 06  26  05  35  00  51.005293 
Bacheinlauf1     2016 06  26  05  35  00  0.000000  
Bacheinlauf2     2016 06  26  05  35  00  0.000000  
Bacheinlauf30    2016 06  26  05  35  00  0.000000  
Bacheinlauf47    2016 06  26  05  35  00  0.000000  
Node_8           2016 06  26  05  35  00  0.000000  
Notentlastung_48b 2016 06  26  05  35  00  0.000000  
103d_SBW         2016 06  26  05  40  00  0.000000  
ARA_Fehraltorf   2016 06  26  05  40  00  51.367926 
Bacheinlauf1     2016 06  26  05  40  00  0.000000  
Bacheinlauf2     2016 06  26  05  40  00  0.000000  
Bacheinlauf30    2016 06  26  05  40  00  0.000000  
Bacheinlauf47    2016 06  26  05  40  00  0.000000  
Node_8           2016 06  26  05  40  00  0.000000  
Notentlastung_48b 2016 06  26  05  40  00  0.000000  
103d_SBW         2016 06  26  05  45  00  0.000000  
ARA_Fehraltorf   2016 06  26  05  45  00  51.736591 
Bacheinlauf1     2016 06  26  05  45  00  0.000000  
Bacheinlauf2     2016 06  26  05  45  00  0.000000  
Bacheinlauf30    2016 06  26  05  45  00  0.000000  
Bacheinlauf47    2016 06  26  05  45  00  0.000000  
Node_8           2016 06  26  05  45  00  0.000000  
Notentlastung_48b 2016 06  26  05  45  00  0.000000  
103d_SBW         2016 06  26  05  50  00  0.000000  
ARA_Fehraltorf   2016 06  26  05  50  00  52.422111 
Bacheinlauf1     2016 06  26  05  50  00  0.000000  
Bacheinlauf2     2016 06  26  05  50  00  0.000000  
Bacheinlauf30    2016 06  26  05  50  00  0.000000  
Bacheinlauf47    2016 06  26  05  50  00  0.000000  
Node_8           2016 06  26  05  50  00  0.000000  
Notentlastung_48b 2016 06  26  05  50  00  0.000000  
103d_SBW         2016 06  26  05  55  00  0.000000  
ARA_Fehraltorf   2016 06  26  05  55  00  52.344609 
Bacheinlauf1     2016 06  26  05  55  00  0.000000  
Bacheinlauf2     2016 06  26  05  55  00  0.000000  
Bacheinlauf30    2016 06  26  05  55  00  0.000000  
Bacheinlauf47    2016 06  26  05  55  00  0.000000  
Node_8           2016 06  26  05  55  00  0.000000  
Notentlastung_48b 2016 06  26  05  55  00  0.000000  
103d_SBW         2016 06  26  06  00  00  0.000000  
ARA_Fehraltorf   2016 06  26  06  00  00  52.622728 
Bacheinlauf1     2016 06  26  06  00  00  0.000000  
Bacheinlauf2     2016 06  26  06  00  00  0.000000  
Bacheinlauf30    2016 06  26  06  00  00  0.000000  
Bacheinlauf47    2016 06  26  06  00  00  0.000000  
Node_8           2016 06  26  06  00  00  0.000000  
Notentlastung_48b 2016 06  26  06  00  00  0.000000  
103d_SBW         2016 06  26  06  05  00  0.000000  
ARA_Fehraltorf   2016 06  26  06  05  00  54.730798 
Bacheinlauf1     2016 06  26  06  05  00  0.000000  
Bacheinlauf2     2016 06  26  06  05  00  0.000000  
Bacheinlauf30    2016 06  26  06  05  00  0.000000  
Bacheinlauf47    2016 06  26  06  05  00  0.000000  
Node_8           2016 06  26  06  05  00  0.000000  
Notentlastung_48b 2016 06  26  06  05  00  0.000000  
103d_SBW         2016 06  26  06  10  00  0.000000  
ARA_Fehraltorf   2016 06  26  06  10  00  56.056462 
Bacheinlauf1     2016 06  26  06  10  00  0.000000  
Bacheinlauf2     2016 06  26  06  10  00  0.000000  
Bacheinlauf30    2016 06  26  06  10  00  0.000000  
Bacheinlauf47    2016 06  26  06  10  00  0.000000  
Node_8           2016 06  26  06  10  00  0.000000  
Notentlastung_48b 2016 06  26  06  10  00  0.000000  
103d_SBW         2016 06  26  06  15  00  0.000000  
ARA_Fehraltorf   2016 06  26  06  15  00  56.735531 
Bacheinlauf1     2016 06  26  06  15  00  0.000000  
Bacheinlauf2     2016 06  26  06  15  00  0.000000  
Bacheinlauf30    2016 06  26  06  15  00  0.000000  
Bacheinlauf47    2016 06  26  06  15  00  0.000000  
Node_8           2016 06  26  06  15  00  0.000000  
Notentlastung_48b 2016 06  26  06  15  00  0.000000  
103d_SBW         2016 06  26  06  20  00  0.000000  
ARA_Fehraltorf   2016 06  26  06  20  00  58.604221 
Bacheinlauf1     2016 06  26  06  20  00  0.000000  
Bacheinlauf2     2016 06  26  06  20  00  0.000000  
Bacheinlauf30    2016 06  26  06  20  00  0.000000  
Bacheinlauf47    2016 06  26  06  20  00  0.000000  
Node_8           2016 06  26  06  20  00  0.000000  
Notentlastung_48b 2016 06  26  06  20  00  0.000000  
103d_SBW         2016 06  26  06  25  00  0.000000  
ARA_Fehraltorf   2016 06  26  06  25  00  59.779526 
Bacheinlauf1     2016 06  26  06  25  00  0.000000  
Bacheinlauf2     2016 06  26  06  25  00  0.000000  
Bacheinlauf30    2016 06  26  06  25  00  0.000000  
Bacheinlauf47    2016 06  26  06  25  00  0.000000  
Node_8           2016 06  26  06  25  00  0.000000  
Notentlastung_48b 2016 06  26  06  25  00  0.000000  
103d_SBW         2016 06  26  06  30  00  0.000000  
ARA_Fehraltorf   2016 06  26  06  30  00  59.652637 
Bacheinlauf1     2016 06  26  06  30  00  0.000000  
Bacheinlauf2     2016 06  26  06  30  00  0.000000  
Bacheinlauf30    2016 06  26  06  30  00  0.000000  
Bacheinlauf47    2016 06  26  06  30  00  0.000000  
Node_8           2016 06  26  06  30  00  0.000000  
Notentlastung_48b 2016 06  26  06  30  00  0.000000  
103d_SBW         2016 06  26  06  35  00  0.000000  
ARA_Fehraltorf   2016 06  26  06  35  00  60.988241 
Bacheinlauf1     2016 06  26  06  35  00  0.000000  
Bacheinlauf2     2016 06  26  06  35  00  0.000000  
Bacheinlauf30    2016 06  26  06  35  00  0.000000  
Bacheinlauf47    2016 06  26  06  35  00  0.000000  
Node_8           2016 06  26  06  35  00  0.000000  
Notentlastung_48b 2016 06  26  06  35  00  0.000000  
103d_SBW         2016 06  26  06  40  00  0.000000  
ARA_Fehraltorf   2016 06  26  06  40  00  62.742875 
Bacheinlauf1     2016 06  26  06  40  00  0.000000  
Bacheinlauf2     2016 06  26  06  40  00  0.000000  
Bacheinlauf30    2016 06  26  06  40  00  0.000000  
Bacheinlauf47    2016 06  26  06  40  00  0.000000  
Node_8           2016 06  26  06  40  00  0.000000  
Notentlastung_48b 2016 06  26  06  40  00  0.000000  
103d_SBW         2016 06  26  06  45  00  0.000000  
ARA_Fehraltorf   2016 06  26  06  45  00  62.784201 
Bacheinlauf1     2016 06  26  06  45  00  0.000000  
Bacheinlauf2     2016 06  26  06  45  00  0.000000  
Bacheinlauf30    2016 06  26  06  45  00  0.000000  
Bacheinlauf47    2016 06  26  06  45  00  0.000000  
Node_8           2016 06  26  06  45  00  0.000000  
Notentlastung_48b 2016 06  26  06  45  00  0.000000  
103d_SBW         2016 06  26  06  50  00  0.000000  
ARA_Fehraltorf   2016 06  26  06  50  00  62.609446 
Bacheinlauf1     2016 06  26  06  50  00  0.000000  
Bacheinlauf2     2016 06  26  06  50  00  0.000000  
Bacheinlauf30    2016 06  26  06  50  00  0.000000  
Bacheinlauf47    2016 06  26  06  50  00  0.000000  
Node_8           2016 06  26  06  50  00  0.000000  
Notentlastung_48b 2016 06  26  06  50  00  0.000000  
103d_SBW         2016 06  26  06  55  00  0.000000  
ARA_Fehraltorf   2016 06  26  06  55  00  62.790603 
Bacheinlauf1     2016 06  26  06  55  00  0.000000  
Bacheinlauf2     2016 06  26  06  55  00  0.000000  
Bacheinlauf30    2016 06  26  06  55  00  0.000000  
Bacheinlauf47    2016 06  26  06  55  00  0.000000  
Node_8           2016 06  26  06  55  00  0.000000  
Notentlastung_48b 2016 06  26  06  55  00  0.000000  
103d_SBW         2016 06  26  07  00  00  0.000000  
ARA_Fehraltorf   2016 06  26  07  00  00  63.657030 
Bacheinlauf1     2016 06  26  07  00  00  0.000000  
Bacheinlauf2     2016 06  26  07  00  00  0.000000  
Bacheinlauf30    2016 06  26  07  00  00  0.000000  
Bacheinlauf47    2016 06  26  07  00  00  0.000000  
Node_8           2016 06  26  07  00  00  0.000000  
Notentlastung_48b 2016 06  26  07  00  00  0.000000  
103d_SBW         2016 06  26  07  05  00  0.000000  
ARA_Fehraltorf   2016 06  26  07  05  00  65.268438 
Bacheinlauf1     2016 06  26  07  05  00  0.000000  
Bacheinlauf2     2016 06  26  07  05  00  0.000000  
Bacheinlauf30    2016 06  26  07  05  00  0.000000  
Bacheinlauf47    2016 06  26  07  05  00  0.000000  
Node_8           2016 06  26  07  05  00  0.000000  
Notentlastung_48b 2016 06  26  07  05  00  0.000000  
103d_SBW         2016 06  26  07  10  00  0.000000  
ARA_Fehraltorf   2016 06  26  07  10  00  66.934265 
Bacheinlauf1     2016 06  26  07  10  00  0.000000  
Bacheinlauf2     2016 06  26  07  10  00  0.000000  
Bacheinlauf30    2016 06  26  07  10  00  0.000000  
Bacheinlauf47    2016 06  26  07  10  00  0.000000  
Node_8           2016 06  26  07  10  00  0.000000  
Notentlastung_48b 2016 06  26  07  10  00  0.000000  
103d_SBW         2016 06  26  07  15  00  0.000000  
ARA_Fehraltorf   2016 06  26  07  15  00  67.118991 
Bacheinlauf1     2016 06  26  07  15  00  0.000000  
Bacheinlauf2     2016 06  26  07  15  00  0.000000  
Bacheinlauf30    2016 06  26  07  15  00  0.000000  
Bacheinlauf47    2016 06  26  07  15  00  0.000000  
Node_8           2016 06  26  07  15  00  0.000000  
Notentlastung_48b 2016 06  26  07  15  00  0.000000  
103d_SBW         2016 06  26  07  20  00  0.000000  
ARA_Fehraltorf   2016 06  26  07  20  00  68.737022 
Bacheinlauf1     2016 06  26  07  20  00  0.000000  
Bacheinlauf2     2016 06  26  07  20  00  0.000000  
Bacheinlauf30    2016 06  26  07  20  00  0.000000  
Bacheinlauf47    2016 06  26  07  20  00  0.000000  
Node_8           2016 06  26  07  20  00  0.000000  
Notentlastung_48b 2016 06  26  07  20  00  0.000000  
103d_SBW         2016 06  26  07  25  00  0.000000  
ARA_Fehraltorf   2016 06  26  07  25  00  71.204131 
Bacheinlauf1     2016 06  26  07  25  00  0.000000  
Bacheinlauf2     2016 06  26  07  25  00  0.000000  
Bacheinlauf30    2016 06  26  07  25  00  0.000000  
Bacheinlauf47    2016 06  26  07  25  00  0.000000  
Node_8           2016 06  26  07  25  00  0.000000  
Notentlastung_48b 2016 06  26  07  25  00  0.000000  
103d_SBW         2016 06  26  07  30  00  0.000000  
ARA_Fehraltorf   2016 06  26  07  30  00  71.075258 
Bacheinlauf1     2016 06  26  07  30  00  0.000000  
Bacheinlauf2     2016 06  26  07  30  00  0.000000  
Bacheinlauf30    2016 06  26  07  30  00  0.000000  
Bacheinlauf47    2016 06  26  07  30  00  0.000000  
Node_8           2016 06  26  07  30  00  0.000000  
Notentlastung_48b 2016 06  26  07  30  00  0.000000  
103d_SBW         2016 06  26  07  35  00  0.000000  
ARA_Fehraltorf   2016 06  26  07  35  00  71.340798 
Bacheinlauf1     2016 06  26  07  35  00  0.000000  
Bacheinlauf2     2016 06  26  07  35  00  0.000000  
Bacheinlauf30    2016 06  26  07  35  00  0.000000  
Bacheinlauf47    2016 06  26  07  35  00  0.000000  
Node_8           2016 06  26  07  35  00  0.000000  
Notentlastung_48b 2016 06  26  07  35  00  0.000000  
103d_SBW         2016 06  26  07  40  00  0.000000  
ARA_Fehraltorf   2016 06  26  07  40  00  71.186839 
Bacheinlauf1     2016 06  26  07  40  00  0.000000  
Bacheinlauf2     2016 06  26  07  40  00  0.000000  
Bacheinlauf30    2016 06  26  07  40  00  0.000000  
Bacheinlauf47    2016 06  26  07  40  00  0.000000  
Node_8           2016 06  26  07  40  00  0.000000  
Notentlastung_48b 2016 06  26  07  40  00  0.000000  
103d_SBW         2016 06  26  07  45  00  0.000000  
ARA_Fehraltorf   2016 06  26  07  45  00  71.123727 
Bacheinlauf1     2016 06  26  07  45  00  0.000000  
Bacheinlauf2     2016 06  26  07  45  00  0.000000  
Bacheinlauf30    2016 06  26  07  45  00  0.000000  
Bacheinlauf47    2016 06  26  07  45  00  0.000000  
Node_8           2016 06  26  07  45  00  0.000000  
Notentlastung_48b 2016 06  26  07  45  00  0.000000  
103d_SBW         2016 06  26  07  50  00  0.000000  
ARA_Fehraltorf   2016 06  26  07  50  00  72.358309 
Bacheinlauf1     2016 06  26  07  50  00  0.000000  
Bacheinlauf2     2016 06  26  07  50  00  0.000000  
Bacheinlauf30    2016 06  26  07  50  00  0.000000  
Bacheinlauf47    2016 06  26  07  50  00  0.000000  
Node_8           2016 06  26  07  50  00  0.000000  
Notentlastung_48b 2016 06  26  07  50  00  0.000000  
103d_SBW         2016 06  26  07  55  00  0.000000  
ARA_Fehraltorf   2016 06  26  07  55  00  73.180390 
Bacheinlauf1     2016 06  26  07  55  00  0.000000  
Bacheinlauf2     2016 06  26  07  55  00  0.000000  
Bacheinlauf30    2016 06  26  07  55  00  0.000000  
Bacheinlauf47    2016 06  26  07  55  00  0.000000  
Node_8           2016 06  26  07  55  00  0.000000  
Notentlastung_48b 2016 06  26  07  55  00  0.000000  
103d_SBW         2016 06  26  08  00  00  0.000000  
ARA_Fehraltorf   2016 06  26  08  00  00  72.721053 
Bacheinlauf1     2016 06  26  08  00  00  0.000000  
Bacheinlauf2     2016 06  26  08  00  00  0.000000  
Bacheinlauf30    2016 06  26  08  00  00  0.000000  
Bacheinlauf47    2016 06  26  08  00  00  0.000000  
Node_8           2016 06  26  08  00  00  0.000000  
Notentlastung_48b 2016 06  26  08  00  00  0.000000  
103d_SBW         2016 06  26  08  05  00  0.000000  
ARA_Fehraltorf   2016 06  26  08  05  00  72.713667 
Bacheinlauf1     2016 06  26  08  05  00  0.000000  
Bacheinlauf2     2016 06  26  08  05  00  0.000000  
Bacheinlauf30    2016 06  26  08  05  00  0.000000  
Bacheinlauf47    2016 06  26  08  05  00  0.000000  
Node_8           2016 06  26  08  05  00  0.000000  
Notentlastung_48b 2016 06  26  08  05  00  0.000000  
103d_SBW         2016 06  26  08  10  00  0.000000  
ARA_Fehraltorf   2016 06  26  08  10  00  73.050867 
Bacheinlauf1     2016 06  26  08  10  00  0.000000  
Bacheinlauf2     2016 06  26  08  10  00  0.000000  
Bacheinlauf30    2016 06  26  08  10  00  0.000000  
Bacheinlauf47    2016 06  26  08  10  00  0.000000  
Node_8           2016 06  26  08  10  00  0.000000  
Notentlastung_48b 2016 06  26  08  10  00  0.000000  
103d_SBW         2016 06  26  08  15  00  0.000000  
ARA_Fehraltorf   2016 06  26  08  15  00  72.642123 
Bacheinlauf1     2016 06  26  08  15  00  0.000000  
Bacheinlauf2     2016 06  26  08  15  00  0.000000  
Bacheinlauf30    2016 06  26  08  15  00  0.000000  
Bacheinlauf47    2016 06  26  08  15  00  0.000000  
Node_8           2016 06  26  08  15  00  0.000000  
Notentlastung_48b 2016 06  26  08  15  00  0.000000  
103d_SBW         2016 06  26  08  20  00  0.000000  
ARA_Fehraltorf   2016 06  26  08  20  00  71.511269 
Bacheinlauf1     2016 06  26  08  20  00  0.000000  
Bacheinlauf2     2016 06  26  08  20  00  0.000000  
Bacheinlauf30    2016 06  26  08  20  00  0.000000  
Bacheinlauf47    2016 06  26  08  20  00  0.000000  
Node_8           2016 06  26  08  20  00  0.000000  
Notentlastung_48b 2016 06  26  08  20  00  0.000000  
103d_SBW         2016 06  26  08  25  00  0.000000  
ARA_Fehraltorf   2016 06  26  08  25  00  70.776412 
