SWMM5 Interface File
*MODEL: Sewer catchment model to simulate sewer discharge from Central Fehraltorf to the the treatment plant at ARA Fehraltorf. This model includes the observed transfer flows from RUMLIKON at location 'f02' (node 555) and RUSSIKON at location 'f03' (node 11d). The model is not complete and may still contain errors! 
300  - reporting time step in sec
1    - number of constituents as listed below:
FLOW LPS
8    - number of nodes as listed below:
103d_SBW
ARA_Fehraltorf
Bacheinlauf1
Bacheinlauf2
Bacheinlauf30
Bacheinlauf47
Node_8
Notentlastung_48b
Node             Year Mon Day Hr  Min Sec FLOW      
Bacheinlauf1     2016 08  07  01  45  00  0.000000  
Bacheinlauf2     2016 08  07  01  45  00  0.000000  
Bacheinlauf30    2016 08  07  01  45  00  0.000000  
Bacheinlauf47    2016 08  07  01  45  00  0.000000  
Node_8           2016 08  07  01  45  00  0.000000  
Notentlastung_48b 2016 08  07  01  45  00  0.000000  
103d_SBW         2016 08  07  01  50  00  0.000000  
ARA_Fehraltorf   2016 08  07  01  50  00  59.704704 
Bacheinlauf1     2016 08  07  01  50  00  0.000000  
Bacheinlauf2     2016 08  07  01  50  00  0.000000  
Bacheinlauf30    2016 08  07  01  50  00  0.000000  
Bacheinlauf47    2016 08  07  01  50  00  0.000000  
Node_8           2016 08  07  01  50  00  0.000000  
Notentlastung_48b 2016 08  07  01  50  00  0.000000  
103d_SBW         2016 08  07  01  55  00  0.000000  
ARA_Fehraltorf   2016 08  07  01  55  00  59.704704 
Bacheinlauf1     2016 08  07  01  55  00  0.000000  
Bacheinlauf2     2016 08  07  01  55  00  0.000000  
Bacheinlauf30    2016 08  07  01  55  00  0.000000  
Bacheinlauf47    2016 08  07  01  55  00  0.000000  
Node_8           2016 08  07  01  55  00  0.000000  
Notentlastung_48b 2016 08  07  01  55  00  0.000000  
103d_SBW         2016 08  07  02  00  00  0.000000  
ARA_Fehraltorf   2016 08  07  02  00  00  59.704704 
Bacheinlauf1     2016 08  07  02  00  00  0.000000  
Bacheinlauf2     2016 08  07  02  00  00  0.000000  
Bacheinlauf30    2016 08  07  02  00  00  0.000000  
Bacheinlauf47    2016 08  07  02  00  00  0.000000  
Node_8           2016 08  07  02  00  00  0.000000  
Notentlastung_48b 2016 08  07  02  00  00  0.000000  
103d_SBW         2016 08  07  02  05  00  0.000000  
ARA_Fehraltorf   2016 08  07  02  05  00  56.454264 
Bacheinlauf1     2016 08  07  02  05  00  0.000000  
Bacheinlauf2     2016 08  07  02  05  00  0.000000  
Bacheinlauf30    2016 08  07  02  05  00  0.000000  
Bacheinlauf47    2016 08  07  02  05  00  0.000000  
Node_8           2016 08  07  02  05  00  0.000000  
Notentlastung_48b 2016 08  07  02  05  00  0.000000  
103d_SBW         2016 08  07  02  10  00  0.000000  
ARA_Fehraltorf   2016 08  07  02  10  00  55.114213 
Bacheinlauf1     2016 08  07  02  10  00  0.000000  
Bacheinlauf2     2016 08  07  02  10  00  0.000000  
Bacheinlauf30    2016 08  07  02  10  00  0.000000  
Bacheinlauf47    2016 08  07  02  10  00  0.000000  
Node_8           2016 08  07  02  10  00  0.000000  
Notentlastung_48b 2016 08  07  02  10  00  0.000000  
103d_SBW         2016 08  07  02  15  00  0.000000  
ARA_Fehraltorf   2016 08  07  02  15  00  54.976772 
Bacheinlauf1     2016 08  07  02  15  00  0.000000  
Bacheinlauf2     2016 08  07  02  15  00  0.000000  
Bacheinlauf30    2016 08  07  02  15  00  0.000000  
Bacheinlauf47    2016 08  07  02  15  00  0.000000  
Node_8           2016 08  07  02  15  00  0.000000  
Notentlastung_48b 2016 08  07  02  15  00  0.000000  
103d_SBW         2016 08  07  02  20  00  0.000000  
ARA_Fehraltorf   2016 08  07  02  20  00  55.584739 
Bacheinlauf1     2016 08  07  02  20  00  0.000000  
Bacheinlauf2     2016 08  07  02  20  00  0.000000  
Bacheinlauf30    2016 08  07  02  20  00  0.000000  
Bacheinlauf47    2016 08  07  02  20  00  0.000000  
Node_8           2016 08  07  02  20  00  0.000000  
Notentlastung_48b 2016 08  07  02  20  00  0.000000  
103d_SBW         2016 08  07  02  25  00  0.000000  
ARA_Fehraltorf   2016 08  07  02  25  00  55.935910 
Bacheinlauf1     2016 08  07  02  25  00  0.000000  
Bacheinlauf2     2016 08  07  02  25  00  0.000000  
Bacheinlauf30    2016 08  07  02  25  00  0.000000  
Bacheinlauf47    2016 08  07  02  25  00  0.000000  
Node_8           2016 08  07  02  25  00  0.000000  
Notentlastung_48b 2016 08  07  02  25  00  0.000000  
103d_SBW         2016 08  07  02  30  00  0.000000  
ARA_Fehraltorf   2016 08  07  02  30  00  55.877798 
Bacheinlauf1     2016 08  07  02  30  00  0.000000  
Bacheinlauf2     2016 08  07  02  30  00  0.000000  
Bacheinlauf30    2016 08  07  02  30  00  0.000000  
Bacheinlauf47    2016 08  07  02  30  00  0.000000  
Node_8           2016 08  07  02  30  00  0.000000  
Notentlastung_48b 2016 08  07  02  30  00  0.000000  
103d_SBW         2016 08  07  02  35  00  0.000000  
ARA_Fehraltorf   2016 08  07  02  35  00  55.957901 
Bacheinlauf1     2016 08  07  02  35  00  0.000000  
Bacheinlauf2     2016 08  07  02  35  00  0.000000  
Bacheinlauf30    2016 08  07  02  35  00  0.000000  
Bacheinlauf47    2016 08  07  02  35  00  0.000000  
Node_8           2016 08  07  02  35  00  0.000000  
Notentlastung_48b 2016 08  07  02  35  00  0.000000  
103d_SBW         2016 08  07  02  40  00  0.000000  
ARA_Fehraltorf   2016 08  07  02  40  00  56.069031 
Bacheinlauf1     2016 08  07  02  40  00  0.000000  
Bacheinlauf2     2016 08  07  02  40  00  0.000000  
Bacheinlauf30    2016 08  07  02  40  00  0.000000  
Bacheinlauf47    2016 08  07  02  40  00  0.000000  
Node_8           2016 08  07  02  40  00  0.000000  
Notentlastung_48b 2016 08  07  02  40  00  0.000000  
103d_SBW         2016 08  07  02  45  00  0.000000  
ARA_Fehraltorf   2016 08  07  02  45  00  56.105621 
Bacheinlauf1     2016 08  07  02  45  00  0.000000  
Bacheinlauf2     2016 08  07  02  45  00  0.000000  
Bacheinlauf30    2016 08  07  02  45  00  0.000000  
Bacheinlauf47    2016 08  07  02  45  00  0.000000  
Node_8           2016 08  07  02  45  00  0.000000  
Notentlastung_48b 2016 08  07  02  45  00  0.000000  
103d_SBW         2016 08  07  02  50  00  0.000000  
ARA_Fehraltorf   2016 08  07  02  50  00  55.735060 
Bacheinlauf1     2016 08  07  02  50  00  0.000000  
Bacheinlauf2     2016 08  07  02  50  00  0.000000  
Bacheinlauf30    2016 08  07  02  50  00  0.000000  
Bacheinlauf47    2016 08  07  02  50  00  0.000000  
Node_8           2016 08  07  02  50  00  0.000000  
Notentlastung_48b 2016 08  07  02  50  00  0.000000  
103d_SBW         2016 08  07  02  55  00  0.000000  
ARA_Fehraltorf   2016 08  07  02  55  00  55.320565 
Bacheinlauf1     2016 08  07  02  55  00  0.000000  
Bacheinlauf2     2016 08  07  02  55  00  0.000000  
Bacheinlauf30    2016 08  07  02  55  00  0.000000  
Bacheinlauf47    2016 08  07  02  55  00  0.000000  
Node_8           2016 08  07  02  55  00  0.000000  
Notentlastung_48b 2016 08  07  02  55  00  0.000000  
103d_SBW         2016 08  07  03  00  00  0.000000  
ARA_Fehraltorf   2016 08  07  03  00  00  55.645988 
Bacheinlauf1     2016 08  07  03  00  00  0.000000  
Bacheinlauf2     2016 08  07  03  00  00  0.000000  
Bacheinlauf30    2016 08  07  03  00  00  0.000000  
Bacheinlauf47    2016 08  07  03  00  00  0.000000  
Node_8           2016 08  07  03  00  00  0.000000  
Notentlastung_48b 2016 08  07  03  00  00  0.000000  
103d_SBW         2016 08  07  03  05  00  0.000000  
ARA_Fehraltorf   2016 08  07  03  05  00  78.401778 
Bacheinlauf1     2016 08  07  03  05  00  0.000000  
Bacheinlauf2     2016 08  07  03  05  00  0.000000  
Bacheinlauf30    2016 08  07  03  05  00  0.000000  
Bacheinlauf47    2016 08  07  03  05  00  0.000000  
Node_8           2016 08  07  03  05  00  0.000000  
Notentlastung_48b 2016 08  07  03  05  00  0.000000  
103d_SBW         2016 08  07  03  10  00  0.000000  
ARA_Fehraltorf   2016 08  07  03  10  00  79.016801 
Bacheinlauf1     2016 08  07  03  10  00  0.000000  
Bacheinlauf2     2016 08  07  03  10  00  0.000000  
Bacheinlauf30    2016 08  07  03  10  00  0.000000  
Bacheinlauf47    2016 08  07  03  10  00  0.000000  
Node_8           2016 08  07  03  10  00  0.000000  
Notentlastung_48b 2016 08  07  03  10  00  0.000000  
103d_SBW         2016 08  07  03  15  00  0.000000  
ARA_Fehraltorf   2016 08  07  03  15  00  76.772597 
Bacheinlauf1     2016 08  07  03  15  00  0.000000  
Bacheinlauf2     2016 08  07  03  15  00  0.000000  
Bacheinlauf30    2016 08  07  03  15  00  0.000000  
Bacheinlauf47    2016 08  07  03  15  00  0.000000  
Node_8           2016 08  07  03  15  00  0.000000  
Notentlastung_48b 2016 08  07  03  15  00  0.000000  
103d_SBW         2016 08  07  03  20  00  0.000000  
ARA_Fehraltorf   2016 08  07  03  20  00  73.744148 
Bacheinlauf1     2016 08  07  03  20  00  0.000000  
Bacheinlauf2     2016 08  07  03  20  00  0.000000  
Bacheinlauf30    2016 08  07  03  20  00  0.000000  
Bacheinlauf47    2016 08  07  03  20  00  0.000000  
Node_8           2016 08  07  03  20  00  0.000000  
Notentlastung_48b 2016 08  07  03  20  00  0.000000  
103d_SBW         2016 08  07  03  25  00  0.000000  
ARA_Fehraltorf   2016 08  07  03  25  00  70.806102 
Bacheinlauf1     2016 08  07  03  25  00  0.000000  
Bacheinlauf2     2016 08  07  03  25  00  0.000000  
Bacheinlauf30    2016 08  07  03  25  00  0.000000  
Bacheinlauf47    2016 08  07  03  25  00  0.000000  
Node_8           2016 08  07  03  25  00  0.000000  
Notentlastung_48b 2016 08  07  03  25  00  0.000000  
103d_SBW         2016 08  07  03  30  00  0.000000  
ARA_Fehraltorf   2016 08  07  03  30  00  68.635997 
Bacheinlauf1     2016 08  07  03  30  00  0.000000  
Bacheinlauf2     2016 08  07  03  30  00  0.000000  
Bacheinlauf30    2016 08  07  03  30  00  0.000000  
Bacheinlauf47    2016 08  07  03  30  00  0.000000  
Node_8           2016 08  07  03  30  00  0.000000  
Notentlastung_48b 2016 08  07  03  30  00  0.000000  
103d_SBW         2016 08  07  03  35  00  0.000000  
ARA_Fehraltorf   2016 08  07  03  35  00  67.303947 
Bacheinlauf1     2016 08  07  03  35  00  0.000000  
Bacheinlauf2     2016 08  07  03  35  00  0.000000  
Bacheinlauf30    2016 08  07  03  35  00  0.000000  
Bacheinlauf47    2016 08  07  03  35  00  0.000000  
Node_8           2016 08  07  03  35  00  0.000000  
Notentlastung_48b 2016 08  07  03  35  00  0.000000  
103d_SBW         2016 08  07  03  40  00  0.000000  
ARA_Fehraltorf   2016 08  07  03  40  00  62.881847 
Bacheinlauf1     2016 08  07  03  40  00  0.000000  
Bacheinlauf2     2016 08  07  03  40  00  0.000000  
Bacheinlauf30    2016 08  07  03  40  00  0.000000  
Bacheinlauf47    2016 08  07  03  40  00  0.000000  
Node_8           2016 08  07  03  40  00  0.000000  
Notentlastung_48b 2016 08  07  03  40  00  0.000000  
103d_SBW         2016 08  07  03  45  00  0.000000  
ARA_Fehraltorf   2016 08  07  03  45  00  45.335435 
Bacheinlauf1     2016 08  07  03  45  00  0.000000  
Bacheinlauf2     2016 08  07  03  45  00  0.000000  
Bacheinlauf30    2016 08  07  03  45  00  0.000000  
Bacheinlauf47    2016 08  07  03  45  00  0.000000  
Node_8           2016 08  07  03  45  00  0.000000  
Notentlastung_48b 2016 08  07  03  45  00  0.000000  
103d_SBW         2016 08  07  03  50  00  0.000000  
ARA_Fehraltorf   2016 08  07  03  50  00  45.214326 
Bacheinlauf1     2016 08  07  03  50  00  0.000000  
Bacheinlauf2     2016 08  07  03  50  00  0.000000  
Bacheinlauf30    2016 08  07  03  50  00  0.000000  
Bacheinlauf47    2016 08  07  03  50  00  0.000000  
Node_8           2016 08  07  03  50  00  0.000000  
Notentlastung_48b 2016 08  07  03  50  00  0.000000  
103d_SBW         2016 08  07  03  55  00  0.000000  
ARA_Fehraltorf   2016 08  07  03  55  00  44.804897 
Bacheinlauf1     2016 08  07  03  55  00  0.000000  
Bacheinlauf2     2016 08  07  03  55  00  0.000000  
Bacheinlauf30    2016 08  07  03  55  00  0.000000  
Bacheinlauf47    2016 08  07  03  55  00  0.000000  
Node_8           2016 08  07  03  55  00  0.000000  
Notentlastung_48b 2016 08  07  03  55  00  0.000000  
103d_SBW         2016 08  07  04  00  00  0.000000  
ARA_Fehraltorf   2016 08  07  04  00  00  44.727062 
Bacheinlauf1     2016 08  07  04  00  00  0.000000  
Bacheinlauf2     2016 08  07  04  00  00  0.000000  
Bacheinlauf30    2016 08  07  04  00  00  0.000000  
Bacheinlauf47    2016 08  07  04  00  00  0.000000  
Node_8           2016 08  07  04  00  00  0.000000  
Notentlastung_48b 2016 08  07  04  00  00  0.000000  
103d_SBW         2016 08  07  04  05  00  0.000000  
ARA_Fehraltorf   2016 08  07  04  05  00  41.447466 
Bacheinlauf1     2016 08  07  04  05  00  0.000000  
Bacheinlauf2     2016 08  07  04  05  00  0.000000  
Bacheinlauf30    2016 08  07  04  05  00  0.000000  
Bacheinlauf47    2016 08  07  04  05  00  0.000000  
Node_8           2016 08  07  04  05  00  0.000000  
Notentlastung_48b 2016 08  07  04  05  00  0.000000  
103d_SBW         2016 08  07  04  10  00  0.000000  
ARA_Fehraltorf   2016 08  07  04  10  00  40.867683 
Bacheinlauf1     2016 08  07  04  10  00  0.000000  
Bacheinlauf2     2016 08  07  04  10  00  0.000000  
Bacheinlauf30    2016 08  07  04  10  00  0.000000  
Bacheinlauf47    2016 08  07  04  10  00  0.000000  
Node_8           2016 08  07  04  10  00  0.000000  
Notentlastung_48b 2016 08  07  04  10  00  0.000000  
103d_SBW         2016 08  07  04  15  00  0.000000  
ARA_Fehraltorf   2016 08  07  04  15  00  40.839847 
Bacheinlauf1     2016 08  07  04  15  00  0.000000  
Bacheinlauf2     2016 08  07  04  15  00  0.000000  
Bacheinlauf30    2016 08  07  04  15  00  0.000000  
Bacheinlauf47    2016 08  07  04  15  00  0.000000  
Node_8           2016 08  07  04  15  00  0.000000  
Notentlastung_48b 2016 08  07  04  15  00  0.000000  
103d_SBW         2016 08  07  04  20  00  0.000000  
ARA_Fehraltorf   2016 08  07  04  20  00  40.839847 
Bacheinlauf1     2016 08  07  04  20  00  0.000000  
Bacheinlauf2     2016 08  07  04  20  00  0.000000  
Bacheinlauf30    2016 08  07  04  20  00  0.000000  
Bacheinlauf47    2016 08  07  04  20  00  0.000000  
Node_8           2016 08  07  04  20  00  0.000000  
Notentlastung_48b 2016 08  07  04  20  00  0.000000  
103d_SBW         2016 08  07  04  25  00  0.000000  
ARA_Fehraltorf   2016 08  07  04  25  00  40.839847 
Bacheinlauf1     2016 08  07  04  25  00  0.000000  
Bacheinlauf2     2016 08  07  04  25  00  0.000000  
Bacheinlauf30    2016 08  07  04  25  00  0.000000  
Bacheinlauf47    2016 08  07  04  25  00  0.000000  
Node_8           2016 08  07  04  25  00  0.000000  
Notentlastung_48b 2016 08  07  04  25  00  0.000000  
103d_SBW         2016 08  07  04  30  00  0.000000  
ARA_Fehraltorf   2016 08  07  04  30  00  40.384037 
Bacheinlauf1     2016 08  07  04  30  00  0.000000  
Bacheinlauf2     2016 08  07  04  30  00  0.000000  
Bacheinlauf30    2016 08  07  04  30  00  0.000000  
Bacheinlauf47    2016 08  07  04  30  00  0.000000  
Node_8           2016 08  07  04  30  00  0.000000  
Notentlastung_48b 2016 08  07  04  30  00  0.000000  
103d_SBW         2016 08  07  04  35  00  0.000000  
ARA_Fehraltorf   2016 08  07  04  35  00  40.384037 
Bacheinlauf1     2016 08  07  04  35  00  0.000000  
Bacheinlauf2     2016 08  07  04  35  00  0.000000  
Bacheinlauf30    2016 08  07  04  35  00  0.000000  
Bacheinlauf47    2016 08  07  04  35  00  0.000000  
Node_8           2016 08  07  04  35  00  0.000000  
Notentlastung_48b 2016 08  07  04  35  00  0.000000  
103d_SBW         2016 08  07  04  40  00  0.000000  
ARA_Fehraltorf   2016 08  07  04  40  00  40.384037 
Bacheinlauf1     2016 08  07  04  40  00  0.000000  
Bacheinlauf2     2016 08  07  04  40  00  0.000000  
Bacheinlauf30    2016 08  07  04  40  00  0.000000  
Bacheinlauf47    2016 08  07  04  40  00  0.000000  
Node_8           2016 08  07  04  40  00  0.000000  
Notentlastung_48b 2016 08  07  04  40  00  0.000000  
103d_SBW         2016 08  07  04  45  00  0.000000  
ARA_Fehraltorf   2016 08  07  04  45  00  40.384037 
Bacheinlauf1     2016 08  07  04  45  00  0.000000  
Bacheinlauf2     2016 08  07  04  45  00  0.000000  
Bacheinlauf30    2016 08  07  04  45  00  0.000000  
Bacheinlauf47    2016 08  07  04  45  00  0.000000  
Node_8           2016 08  07  04  45  00  0.000000  
Notentlastung_48b 2016 08  07  04  45  00  0.000000  
103d_SBW         2016 08  07  04  50  00  0.000000  
ARA_Fehraltorf   2016 08  07  04  50  00  40.167648 
Bacheinlauf1     2016 08  07  04  50  00  0.000000  
Bacheinlauf2     2016 08  07  04  50  00  0.000000  
Bacheinlauf30    2016 08  07  04  50  00  0.000000  
Bacheinlauf47    2016 08  07  04  50  00  0.000000  
Node_8           2016 08  07  04  50  00  0.000000  
Notentlastung_48b 2016 08  07  04  50  00  0.000000  
103d_SBW         2016 08  07  04  55  00  0.000000  
ARA_Fehraltorf   2016 08  07  04  55  00  40.167648 
Bacheinlauf1     2016 08  07  04  55  00  0.000000  
Bacheinlauf2     2016 08  07  04  55  00  0.000000  
Bacheinlauf30    2016 08  07  04  55  00  0.000000  
Bacheinlauf47    2016 08  07  04  55  00  0.000000  
Node_8           2016 08  07  04  55  00  0.000000  
Notentlastung_48b 2016 08  07  04  55  00  0.000000  
103d_SBW         2016 08  07  05  00  00  0.000000  
ARA_Fehraltorf   2016 08  07  05  00  00  40.167648 
Bacheinlauf1     2016 08  07  05  00  00  0.000000  
Bacheinlauf2     2016 08  07  05  00  00  0.000000  
Bacheinlauf30    2016 08  07  05  00  00  0.000000  
Bacheinlauf47    2016 08  07  05  00  00  0.000000  
Node_8           2016 08  07  05  00  00  0.000000  
Notentlastung_48b 2016 08  07  05  00  00  0.000000  
103d_SBW         2016 08  07  05  05  00  0.000000  
ARA_Fehraltorf   2016 08  07  05  05  00  39.404689 
Bacheinlauf1     2016 08  07  05  05  00  0.000000  
Bacheinlauf2     2016 08  07  05  05  00  0.000000  
Bacheinlauf30    2016 08  07  05  05  00  0.000000  
Bacheinlauf47    2016 08  07  05  05  00  0.000000  
Node_8           2016 08  07  05  05  00  0.000000  
Notentlastung_48b 2016 08  07  05  05  00  0.000000  
103d_SBW         2016 08  07  05  10  00  0.000000  
ARA_Fehraltorf   2016 08  07  05  10  00  39.172129 
Bacheinlauf1     2016 08  07  05  10  00  0.000000  
Bacheinlauf2     2016 08  07  05  10  00  0.000000  
Bacheinlauf30    2016 08  07  05  10  00  0.000000  
Bacheinlauf47    2016 08  07  05  10  00  0.000000  
Node_8           2016 08  07  05  10  00  0.000000  
Notentlastung_48b 2016 08  07  05  10  00  0.000000  
103d_SBW         2016 08  07  05  15  00  0.000000  
ARA_Fehraltorf   2016 08  07  05  15  00  39.139758 
Bacheinlauf1     2016 08  07  05  15  00  0.000000  
Bacheinlauf2     2016 08  07  05  15  00  0.000000  
Bacheinlauf30    2016 08  07  05  15  00  0.000000  
Bacheinlauf47    2016 08  07  05  15  00  0.000000  
Node_8           2016 08  07  05  15  00  0.000000  
Notentlastung_48b 2016 08  07  05  15  00  0.000000  
103d_SBW         2016 08  07  05  20  00  0.000000  
ARA_Fehraltorf   2016 08  07  05  20  00  39.047663 
Bacheinlauf1     2016 08  07  05  20  00  0.000000  
Bacheinlauf2     2016 08  07  05  20  00  0.000000  
Bacheinlauf30    2016 08  07  05  20  00  0.000000  
Bacheinlauf47    2016 08  07  05  20  00  0.000000  
Node_8           2016 08  07  05  20  00  0.000000  
Notentlastung_48b 2016 08  07  05  20  00  0.000000  
103d_SBW         2016 08  07  05  25  00  0.000000  
ARA_Fehraltorf   2016 08  07  05  25  00  39.115927 
Bacheinlauf1     2016 08  07  05  25  00  0.000000  
Bacheinlauf2     2016 08  07  05  25  00  0.000000  
Bacheinlauf30    2016 08  07  05  25  00  0.000000  
Bacheinlauf47    2016 08  07  05  25  00  0.000000  
Node_8           2016 08  07  05  25  00  0.000000  
Notentlastung_48b 2016 08  07  05  25  00  0.000000  
103d_SBW         2016 08  07  05  30  00  0.000000  
ARA_Fehraltorf   2016 08  07  05  30  00  39.620525 
Bacheinlauf1     2016 08  07  05  30  00  0.000000  
Bacheinlauf2     2016 08  07  05  30  00  0.000000  
Bacheinlauf30    2016 08  07  05  30  00  0.000000  
Bacheinlauf47    2016 08  07  05  30  00  0.000000  
Node_8           2016 08  07  05  30  00  0.000000  
Notentlastung_48b 2016 08  07  05  30  00  0.000000  
103d_SBW         2016 08  07  05  35  00  0.000000  
ARA_Fehraltorf   2016 08  07  05  35  00  40.398467 
Bacheinlauf1     2016 08  07  05  35  00  0.000000  
Bacheinlauf2     2016 08  07  05  35  00  0.000000  
Bacheinlauf30    2016 08  07  05  35  00  0.000000  
Bacheinlauf47    2016 08  07  05  35  00  0.000000  
Node_8           2016 08  07  05  35  00  0.000000  
Notentlastung_48b 2016 08  07  05  35  00  0.000000  
103d_SBW         2016 08  07  05  40  00  0.000000  
ARA_Fehraltorf   2016 08  07  05  40  00  40.719906 
Bacheinlauf1     2016 08  07  05  40  00  0.000000  
Bacheinlauf2     2016 08  07  05  40  00  0.000000  
Bacheinlauf30    2016 08  07  05  40  00  0.000000  
Bacheinlauf47    2016 08  07  05  40  00  0.000000  
Node_8           2016 08  07  05  40  00  0.000000  
Notentlastung_48b 2016 08  07  05  40  00  0.000000  
103d_SBW         2016 08  07  05  45  00  0.000000  
ARA_Fehraltorf   2016 08  07  05  45  00  40.661008 
Bacheinlauf1     2016 08  07  05  45  00  0.000000  
Bacheinlauf2     2016 08  07  05  45  00  0.000000  
Bacheinlauf30    2016 08  07  05  45  00  0.000000  
Bacheinlauf47    2016 08  07  05  45  00  0.000000  
Node_8           2016 08  07  05  45  00  0.000000  
Notentlastung_48b 2016 08  07  05  45  00  0.000000  
103d_SBW         2016 08  07  05  50  00  0.000000  
ARA_Fehraltorf   2016 08  07  05  50  00  40.917909 
Bacheinlauf1     2016 08  07  05  50  00  0.000000  
Bacheinlauf2     2016 08  07  05  50  00  0.000000  
Bacheinlauf30    2016 08  07  05  50  00  0.000000  
Bacheinlauf47    2016 08  07  05  50  00  0.000000  
Node_8           2016 08  07  05  50  00  0.000000  
Notentlastung_48b 2016 08  07  05  50  00  0.000000  
103d_SBW         2016 08  07  05  55  00  0.000000  
ARA_Fehraltorf   2016 08  07  05  55  00  41.547187 
Bacheinlauf1     2016 08  07  05  55  00  0.000000  
Bacheinlauf2     2016 08  07  05  55  00  0.000000  
Bacheinlauf30    2016 08  07  05  55  00  0.000000  
Bacheinlauf47    2016 08  07  05  55  00  0.000000  
Node_8           2016 08  07  05  55  00  0.000000  
Notentlastung_48b 2016 08  07  05  55  00  0.000000  
103d_SBW         2016 08  07  06  00  00  0.000000  
ARA_Fehraltorf   2016 08  07  06  00  00  42.066922 
Bacheinlauf1     2016 08  07  06  00  00  0.000000  
Bacheinlauf2     2016 08  07  06  00  00  0.000000  
Bacheinlauf30    2016 08  07  06  00  00  0.000000  
Bacheinlauf47    2016 08  07  06  00  00  0.000000  
Node_8           2016 08  07  06  00  00  0.000000  
Notentlastung_48b 2016 08  07  06  00  00  0.000000  
103d_SBW         2016 08  07  06  05  00  0.000000  
ARA_Fehraltorf   2016 08  07  06  05  00  42.776510 
Bacheinlauf1     2016 08  07  06  05  00  0.000000  
Bacheinlauf2     2016 08  07  06  05  00  0.000000  
Bacheinlauf30    2016 08  07  06  05  00  0.000000  
Bacheinlauf47    2016 08  07  06  05  00  0.000000  
Node_8           2016 08  07  06  05  00  0.000000  
Notentlastung_48b 2016 08  07  06  05  00  0.000000  
103d_SBW         2016 08  07  06  10  00  0.000000  
ARA_Fehraltorf   2016 08  07  06  10  00  44.107065 
Bacheinlauf1     2016 08  07  06  10  00  0.000000  
Bacheinlauf2     2016 08  07  06  10  00  0.000000  
Bacheinlauf30    2016 08  07  06  10  00  0.000000  
Bacheinlauf47    2016 08  07  06  10  00  0.000000  
Node_8           2016 08  07  06  10  00  0.000000  
Notentlastung_48b 2016 08  07  06  10  00  0.000000  
103d_SBW         2016 08  07  06  15  00  0.000000  
ARA_Fehraltorf   2016 08  07  06  15  00  46.672637 
Bacheinlauf1     2016 08  07  06  15  00  0.000000  
Bacheinlauf2     2016 08  07  06  15  00  0.000000  
Bacheinlauf30    2016 08  07  06  15  00  0.000000  
Bacheinlauf47    2016 08  07  06  15  00  0.000000  
Node_8           2016 08  07  06  15  00  0.000000  
Notentlastung_48b 2016 08  07  06  15  00  0.000000  
103d_SBW         2016 08  07  06  20  00  0.000000  
ARA_Fehraltorf   2016 08  07  06  20  00  47.816914 
Bacheinlauf1     2016 08  07  06  20  00  0.000000  
Bacheinlauf2     2016 08  07  06  20  00  0.000000  
Bacheinlauf30    2016 08  07  06  20  00  0.000000  
Bacheinlauf47    2016 08  07  06  20  00  0.000000  
Node_8           2016 08  07  06  20  00  0.000000  
Notentlastung_48b 2016 08  07  06  20  00  0.000000  
103d_SBW         2016 08  07  06  25  00  0.000000  
ARA_Fehraltorf   2016 08  07  06  25  00  49.214606 
Bacheinlauf1     2016 08  07  06  25  00  0.000000  
Bacheinlauf2     2016 08  07  06  25  00  0.000000  
Bacheinlauf30    2016 08  07  06  25  00  0.000000  
Bacheinlauf47    2016 08  07  06  25  00  0.000000  
Node_8           2016 08  07  06  25  00  0.000000  
Notentlastung_48b 2016 08  07  06  25  00  0.000000  
103d_SBW         2016 08  07  06  30  00  0.000000  
ARA_Fehraltorf   2016 08  07  06  30  00  50.770418 
Bacheinlauf1     2016 08  07  06  30  00  0.000000  
Bacheinlauf2     2016 08  07  06  30  00  0.000000  
Bacheinlauf30    2016 08  07  06  30  00  0.000000  
Bacheinlauf47    2016 08  07  06  30  00  0.000000  
Node_8           2016 08  07  06  30  00  0.000000  
Notentlastung_48b 2016 08  07  06  30  00  0.000000  
103d_SBW         2016 08  07  06  35  00  0.000000  
ARA_Fehraltorf   2016 08  07  06  35  00  51.825565 
Bacheinlauf1     2016 08  07  06  35  00  0.000000  
Bacheinlauf2     2016 08  07  06  35  00  0.000000  
Bacheinlauf30    2016 08  07  06  35  00  0.000000  
Bacheinlauf47    2016 08  07  06  35  00  0.000000  
Node_8           2016 08  07  06  35  00  0.000000  
Notentlastung_48b 2016 08  07  06  35  00  0.000000  
103d_SBW         2016 08  07  06  40  00  0.000000  
ARA_Fehraltorf   2016 08  07  06  40  00  51.589321 
Bacheinlauf1     2016 08  07  06  40  00  0.000000  
Bacheinlauf2     2016 08  07  06  40  00  0.000000  
Bacheinlauf30    2016 08  07  06  40  00  0.000000  
Bacheinlauf47    2016 08  07  06  40  00  0.000000  
Node_8           2016 08  07  06  40  00  0.000000  
Notentlastung_48b 2016 08  07  06  40  00  0.000000  
103d_SBW         2016 08  07  06  45  00  0.000000  
ARA_Fehraltorf   2016 08  07  06  45  00  51.296479 
Bacheinlauf1     2016 08  07  06  45  00  0.000000  
Bacheinlauf2     2016 08  07  06  45  00  0.000000  
Bacheinlauf30    2016 08  07  06  45  00  0.000000  
Bacheinlauf47    2016 08  07  06  45  00  0.000000  
Node_8           2016 08  07  06  45  00  0.000000  
